,Firearm Prevalence,Fireaarm  licenses,Homicides,Firearm Homicides,Gini,Urbanicity,Armed_Robberies
115,0.006553768,0.091043154,-0.536207529,-0.505645426,0.4275,3,0.077952292
116,-0.167416734,-0.85542474,-0.042048292,-0.149737755,0.467283333,3,-0.914464785
117,-0.012364349,-0.046074976,0.222650861,0.274931566,0.43148,6.666666667,0.392147896
118,0.019876274,0.078080776,0.087162425,0.10623974,0.43625,3,-0.481777679
119,-0.018969546,-0.16699891,0.033380676,0.1287731,0.423916667,3,-0.193813411
120,-0.272150656,-0.249317404,-0.030256951,-0.102982441,0.4443,3,-0.565764137
121,0.023102701,-0.159063187,-0.179068813,-0.269175877,0.46195,2,-0.413743128
122,0.012603827,0.04279021,-0.047215351,-0.109495756,0.4344,5,-0.108497386
123,-0.043600206,-0.211771645,-0.009987682,-0.017517613,0.456066667,2,-0.076773563
124,0.023161497,0.09631811,-0.183711848,-0.297541666,0.462666667,2,-0.40741742
125,-0.08259498,-0.333240679,0.285877057,0.301939983,0.481883333,5,0.065260824
126,0.033303488,0.101024141,0.048485696,0.101913217,0.466366667,2,0.138556839
127,0.089548726,0.258830595,0.382825736,0.357402854,0.409916667,3,0.445912494
128,-0.057483992,-0.109729054,-0.329528348,-0.517679224,0.456316667,3,0.06022513
129,-0.033766332,-0.145383003,-0.456792469,-0.441819131,0.4304,4,-0.433926449
130,-0.048568881,0.080271416,0.396447762,0.056939884,0.455033333,3,-0.430479288
131,0.06120994,0.060036013,0.338066604,0.404606331,0.444416667,2,0.4371477
132,0.000361641,0.244474009,-0.262235616,-0.364136323,0.473633333,2,-0.478251491
133,-0.055434954,-0.072273772,-0.077912517,-0.146602028,0.436116667,4,-0.501937066
134,-0.112907695,0.099615436,0.225192316,0.023953409,0.469166667,3,-0.315985575
135,0.024234577,-0.12085023,0.403491189,0.487589676,0.464616667,2,0.551588116
136,0.114342174,0.058104667,0.442947068,0.578379666,0.480883333,3,0.383519872
137,0.084690358,0.028986214,0.137495364,0.249131941,0.45805,3,0.328263451
138,-0.073343411,-0.106404192,-0.595542975,-0.85014664,0.410333333,3,-0.644715834
139,-0.010876841,0.264575635,-0.424528879,-0.423399428,0.44805,2,-0.606780563
140,0.042263435,0.333533722,0.127217487,0.087828176,0.462733333,2,0.093129617
141,-0.024631606,0.064491978,0.229192479,0.306418634,0.445416667,2,0.652805906
142,-0.025056894,-0.007151824,0.175207284,0.350805337,0.403616667,5,0.598038853
143,-0.141756653,-0.332842814,0.125434306,0.154506882,0.475966667,2,-0.127075158
144,0.094709854,-0.043778313,0.193076463,0.262271748,0.451833333,3,0.430564489
145,0.005692817,0.006394705,-0.05435053,0.005987306,0.50845,2,0.219994751
146,0.061631941,0.154736437,-0.065237986,-0.00616015,0.458116667,3,-0.253009341
147,0.051215678,-0.000975071,-0.435314857,-1.260951489,0.430916667,3,-0.427418261
148,0.059030405,-0.023226894,0.358656785,0.51237577,0.4688,3,0.518195338
149,-0.021734418,0.026270223,-0.167697111,-0.107783608,0.466633333,3,0.134143471
150,0.027046483,0.185514005,0.116051863,0.149908929,0.444466667,3,-0.349605524
151,-0.072552738,0.010983414,-0.304847825,-0.40487642,0.440666667,2,0.155364858
152,0.069447218,0.054927192,0.160620837,0.263920461,0.454966667,3,0.140755342
153,-0.020932556,0.253520262,0.016222512,-0.078474518,0.463133333,3,-0.539971833
154,-0.012854859,0.409821132,-0.261419985,-0.4384667,0.413483333,2,-0.540381563
155,-0.077045435,0.022670819,-0.472450395,-0.49389106,0.424433333,2,-0.220422785
156,0.057696074,0.194351764,0.165445471,0.21568379,0.4727,2,0.528657937
157,0.045760882,0.08642085,0.192241303,0.239237673,0.491083333,3,0.717560114
158,0.089335755,0.099048147,0.122188046,0.161673701,0.466716667,2,0.11710855
159,0.033524126,-0.09725181,0.243595041,0.286730823,0.478233333,5,-0.465016211
160,0.069234376,-0.034745755,0.160767948,0.201730192,0.4558,2,0.331076011
161,0.040563384,0.173180233,0.026267792,0.001964481,0.425983333,2,-0.014771923
162,0.037538079,0.01545699,0.390488104,0.531400307,0.462766667,3,0.196264366
163,0.027856323,0.067719493,-0.094426577,-0.054663704,0.436783333,2,0.183182482
164,0.009498635,-0.224393894,-0.248042617,-0.143177488,0.449683333,3,-0.29009093
165,0.141722504,0.155746342,0.332803587,0.406919319,0.4811,3,0.47236913
166,0.057574188,0.24421218,0.083933592,0.113321399,0.45895,2,-0.170472255
167,-0.354897191,-0.437367343,-0.09876024,-0.101834369,0.472016667,5,-0.655435892
168,0.074741167,-0.109336165,0.321928681,0.446099005,0.481466667,3,0.771173905
169,-0.001531917,-0.113657128,0.274652209,0.388335123,0.397433333,3,0.364535619
170,0.109255413,0.027060611,0.000396877,0.065629568,0.45765,3,-0.502767474
171,0.03210514,0.076899635,0.371698391,0.45110976,0.4787,3,0.221249517
172,0.074997596,-0.037231993,0.291793022,0.399192842,0.4698,3,-0.143834958
173,0.113458083,0.290410894,0.02749003,0.010103871,0.48735,1,0.132944491
174,0.0859289,0.116354024,0.038575407,0.036301424,0.476433333,2,0.294550256
175,0.108470668,0.196245643,0.202169942,0.260531357,0.464833333,2,0.766178961
176,0.014457791,-0.106125674,-0.057346498,-0.059639645,0.469216667,5.5,0.006252703
177,0.029898947,0.215140008,-0.339193757,-0.428839565,0.44325,3,-0.491434976
178,0.058574384,0.051689827,0.193688717,0.240800988,0.46805,1,0.368809731
179,-0.139432877,-0.019734894,-0.581309803,-0.57143114,0.488516667,3,0.141751845
180,-0.381873563,-0.308035694,-0.779108688,-1.159141693,0.496566667,3,-0.654245024
181,0.008424435,-0.027995402,0.116975326,0.136199863,0.452933333,3,-0.077456671
182,0.13539047,0.13755418,0.514252632,0.621948801,0.472183333,2,0.508430263
183,0.069132553,-0.005039309,0.429491005,0.524664133,0.4631,3,0.718192676
184,0.074028784,0.03411857,0.236995349,0.273717524,0.467983333,1,0.283251288
185,0.018884349,0.13569468,0.101978347,0.087042694,0.41195,3,-0.093556742
186,-0.030964497,-0.208071337,-0.284725896,-0.574916552,0.44785,4,0.017612584
187,-0.119796621,0.075272484,-0.069058723,-0.031181651,0.41465,3,-0.017871771
188,0.06886435,0.425374997,0.087075837,0.223533067,0.416316667,3,-0.252664802
189,0.027494886,-0.022929391,-0.046236243,0.022994186,0.482366667,3,0.092577832
190,0.056209521,-0.192286354,0.106653438,0.184815644,0.436483333,3,-0.779461169
191,0.063830628,0.17461947,0.239456187,0.334537038,0.47715,3,0.66481668
192,0.00739006,0.131955798,-0.0445552,0.005146578,0.45115,3,-0.304602104
193,-0.488199496,-0.673498382,-0.38058086,-0.926969051,0.441283333,3,-0.569851247
194,-0.027410646,-0.100609244,-0.049093956,-0.088868651,0.461216667,2,-0.131761489
195,0.072665546,0.444856649,-0.211381512,-0.288831595,0.447216667,5,-0.62172413
196,-0.149504921,-0.13961132,0.288977628,0.389926291,0.426433333,3,0.016461498
197,0.048646065,0.253060277,0.216434056,0.275572201,0.45535,1,-0.079526148
198,-0.380657984,-0.10978415,-0.156480533,-0.26484517,0.41735,5,-0.473686833
199,0.000223963,-0.116410763,-0.167042351,-0.08117681,0.4257,2,-0.350027758
200,-0.003996956,-0.101290508,0.07081132,-0.044041197,0.501983333,4,-0.03296157
201,0.06339054,0.175504688,0.147808387,0.226056175,0.434683333,2,0.20806748
202,0.072019947,0.177671076,-0.089869029,-0.066260324,0.469133333,2,-0.077346538
203,-0.177083024,-0.000843384,-0.371214973,-0.542494957,0.458533333,3,-0.214359201
204,0.056223403,0.106891379,-0.067185234,-0.041618269,0.47655,2,0.188140974
205,-0.047546632,-0.184928209,0.164484685,0.241403192,0.425483333,3,0.05868173
206,-0.13882744,-0.035712606,-0.437398781,-0.604471101,0.4398,3,0.13237666
207,0.106801224,-0.042999139,0.295942982,0.383188189,0.483033333,2,0.245442105
208,0.063961838,-0.226814742,0.3722078,0.527988985,0.4686,4,0.816233299
209,0.050516904,-0.020785974,0.226325395,0.275861726,0.471266667,3,0.359277683
210,0.048855593,-0.053743826,0.349362824,0.354006205,0.468483333,4,0.020262805
211,0.0165668,-0.086759651,-0.022221533,-0.019467442,0.443083333,2,-0.070385224
212,0.053211987,-0.190800085,-0.369063384,-0.393069677,0.429866667,2,0.04306137
213,-0.007229529,-0.026400181,-0.133326274,-0.189817028,0.4498,2,0.125818387
214,-0.163214354,-0.350919302,0.01222432,0.032756722,0.480116667,2,0.007029655
215,0.016660052,-0.09064422,0.006966598,-0.037677431,0.48895,3,0.002114908
216,0.029393429,-0.017799332,0.102547696,0.066176152,0.463416667,1,-0.01433782
217,0.10446483,0.293893607,0.239115301,0.364281627,0.482,6.5,0.024137059
218,-0.079041389,-0.239653212,-0.108276894,-0.154055178,0.46725,3,-0.237657183
219,0.072917587,0.14526565,0.366477331,0.515774948,0.4448,3,0.111893123
220,0.013694831,-0.162637354,-0.41106531,-0.27103029,0.40345,3,0.16627947
221,0.093983863,0.081199314,0.047356247,0.116347672,0.476966667,2,0.783714805
222,-0.118859803,-0.137102419,0.165156101,0.241203178,0.431683333,3,-0.352199973
223,-0.075506634,-0.204505954,-0.393324898,-0.333548863,0.442183333,2,0.474513621
224,0.109897526,0.259071082,0.321096887,0.366634653,0.470666667,2,0.621857702
225,-0.082625902,0.106020716,-0.31324979,-0.225101442,0.41665,3,-0.727760597
226,0.139063952,-0.028719989,0.309225929,0.355415681,0.487066667,6.333333333,-0.13835197
227,0.081621796,0.260565879,0.328160472,0.454924245,0.462066667,3,0.265218398
228,0.071568054,0.153870175,0.209616676,0.268320375,0.4622,1,0.396857844
229,0.004053528,0.08054041,0.08419623,0.089960184,0.47905,2,0.44730241
230,0.036615079,-0.1275205,0.181155867,0.253873425,0.4412,5,0.12715268
231,0.039315636,-0.326694343,0.792408547,0.934750925,0.488016667,4,0.432128933
232,0.086645099,0.084683902,-0.003265442,0.07241679,0.44485,2,0.056656699
233,0.136067271,0.070299363,0.452667961,0.557229285,0.513866667,3,1.010306133
234,-0.131675273,-0.484823171,0.134580929,0.132610394,0.442616667,3,-0.065188527
235,-0.069626955,-0.076950099,-0.423809327,-0.471357877,0.44025,2,0.383979901
236,0.005518666,0.127001291,-0.310463696,-0.282807368,0.454516667,3,0.204616928
237,-0.033204148,-0.120430694,-0.585185616,-0.66301819,0.433733333,3,0.038593022
238,0.048077715,0.026799301,0.061640891,0.102607572,0.428283333,3,-0.12434606
239,0.005318731,0.166542655,-0.44090355,-0.600978562,0.431866667,6.5,-0.208373955
240,0.016389996,-0.231722794,0.198471061,0.303522327,0.41475,4,-0.146383682
241,0.004913217,-0.050901833,-0.384319905,-0.625059413,0.426433333,5,-0.142855078
242,0.042157295,0.207231174,0.394431868,0.521708562,0.45498,4,-0.44251681
243,0.11163432,-0.239108454,0.301610161,0.43436736,0.462933333,4,0.347751839
244,-0.064849444,-0.372490406,-0.198333224,-0.246088611,0.489433333,2,-0.949933072
245,0.007160748,0.213854472,-0.15164246,-0.082012563,0.46175,3,-0.218340527
246,0.13077136,-0.07599782,0.515978788,0.596209916,0.491033333,1,0.539151767
247,-0.239904337,-0.423602523,0.231274198,0.26525355,0.4693,2,-0.32681004
248,0.137174911,0.110800711,0.58408847,0.6987404,0.503566667,7.666666667,1.134090699
249,-0.010551682,0.013860785,0.007297936,-2.85E-05,0.511183333,1,-0.057766772
250,0.020121942,-0.305995657,0.121102811,0.110763773,0.43925,3,-0.381227043
251,0.056731692,0.108220032,-0.31751895,-0.343583251,0.47075,3,-0.548594008
252,0.063980076,0.154478193,0.062552682,0.109684518,0.4631,3,-0.276172955
253,-0.02304447,-0.102839637,0.190362898,0.24305503,0.4761,1,0.550670452
254,-0.064878666,0.11711601,-0.395336213,-0.453852107,0.446466667,1,-0.284043492
255,-0.00813516,0.052571948,-0.236081668,-0.527410277,0.422866667,7.666666667,-0.158568245
256,0.076808689,0.155883239,-0.114713877,-0.177173743,0.4697,3,-0.099420127
257,0.106637834,-0.050694465,0.522410272,0.636765452,0.474216667,2,0.534523253
258,-0.123398528,-0.340049726,-0.045843831,-0.070687246,0.440333333,2,-0.435627518
259,0.079486285,0.11490148,0.473922188,0.531077449,0.51095,3,0.390992476
260,-0.027941516,-0.080812452,-0.482341386,-0.57318238,0.420233333,3,-0.224580042
261,0.131976291,-0.018689482,0.524914287,0.644777846,0.473316667,2,0.401641687
262,0.000463431,0.062569479,0.025387241,0.09797432,0.454116667,4,-0.457154193
263,0.07952652,0.1878908,-0.045912234,-0.031564555,0.50125,3,0.325943017
264,-0.00205102,0.098231852,-0.211367484,-0.269527676,0.4525,3,-0.118710738
265,0.004565987,0.006966663,0.120967763,0.14652812,0.480033333,4,-0.481404835
266,0.000988252,-0.066753978,-1.190090664,-0.955521793,0.483283333,4,-0.168879726
267,-0.034032443,0.002215013,-0.039785631,0.000243986,0.438116667,3,-0.733109622
268,0.007167567,-0.436756025,0.134964863,0.183312507,0.471566667,3,0.335845327
269,-0.047124809,0.004815795,0.236097303,0.304747925,0.440783333,3,0.251682496
270,-0.038636065,-0.006968731,0.365181498,0.471391083,0.478683333,4,0.317017289
271,0.090068589,-0.197581612,0.118087361,0.188776543,0.445816667,2,0.704626506
272,0.03235334,0.120209525,0.125960633,0.288344014,0.485016667,5,-0.433538532
273,-0.025279683,-0.24517271,-0.315201999,-0.256142232,0.526383333,2,-0.130049969
274,0.093704758,0.112771823,0.074840855,0.09752083,0.4644,1,0.382992164
275,-0.010573172,0.267373225,0.188100247,0.232594716,0.446533333,3,0.293581365
276,0.052515118,0.12210813,0.137751848,0.212915679,0.4599,4,-0.271328481
277,0.059704045,-0.21517568,0.510351361,0.5915892,0.500283333,1,0.848433634
278,0.024373655,0.041673984,-0.043921452,-0.096808691,0.418383333,4,-0.59745032
279,-0.328034647,-0.702897815,-0.394896706,-0.544418533,0.51305,1,-0.297146315
280,-0.011506205,-0.182829721,0.067579402,0.189676288,0.481783333,3,-0.063314011
281,0.027255255,0.02870293,-0.068064904,-0.034164644,0.476466667,2,0.097881247
282,0.044188279,0.189988335,0.186384957,0.174137353,0.46565,6,-0.455791327
283,0.051470201,0.101452761,0.220728732,0.252185789,0.44525,2,0.278880237
284,-0.041527049,-0.087624866,0.234150902,0.279027469,0.448833333,3,0.106734546
285,-0.015107232,0.095287031,-0.430128391,-0.487851545,0.392466667,2,-1.213855174
286,-0.059942474,-0.158497657,-0.503982571,-1.186745839,0.44255,4,-0.681121986
287,0.082357375,0.325182683,0.147400065,0.136934575,0.466116667,1,0.246291449
288,0.004512064,0.147618141,-0.456922781,-0.401397765,0.426283333,4,-0.214367829
289,-0.005524513,-0.111007823,-0.298743857,-0.278863772,0.410083333,2,-0.26742171
290,-0.010330501,-0.023304447,-0.073555018,-0.061264522,0.442816667,2,0.408647378
291,0.082306268,0.131699875,0.506856286,0.656913863,0.5049,4,0.296413869
292,0.069413806,-0.206282916,0.626082065,0.761784717,0.49025,4,0.72344538
293,0.024425393,0.087223595,-0.004161129,0.013437916,0.467833333,1,0.248871058
294,-0.080521995,-0.103082221,-0.39448442,-0.464663952,0.44165,3,-0.108472322
295,0.030703869,-0.043054323,-0.082249081,-0.112129155,0.4572,3,0.067132484
296,0.009219488,-0.009461317,-0.572370733,-0.637803978,0.40578,4,-0.154077853
297,-0.087117682,-0.265710194,-0.186033454,-0.200667193,0.445866667,2,-0.873134795
298,-0.01256661,0.119556148,0.084645006,0.053660694,0.497716667,7.5,0.471722858
299,0.052400188,0.050773317,0.384360686,0.531924476,0.450233333,4,0.419938144
300,0.017950617,0.081971903,0.042089181,0.041317331,0.451433333,2,-0.288865468
301,0.040955776,-0.021042892,0.160687451,0.157887371,0.444716667,3,0.312904584
302,-0.024196486,0.359860992,0.176275885,0.115398675,0.463183333,3,-0.083791601
303,0.050959647,-0.012286965,0.103800424,0.124682463,0.441633333,2,-0.102787882
304,-0.108537533,0.069387578,0.076988837,0.054135098,0.454483333,2,0.63338465
305,-0.0938706,-0.177823032,0.07924725,0.07706763,0.48575,1,0.113658397
306,0.09632581,0.35519521,-0.066697214,-0.09725552,0.461716667,1,-0.430120951
307,0.056087251,0.226956525,0.812970005,0.965756069,0.470766667,3,0.785765016
308,0.043791065,0.162965514,-0.01837745,0.010663848,0.470166667,1,-0.058047941
309,-0.099644051,-0.534288722,-0.354460116,-0.550287846,0.430633333,5,-0.535274517
310,0.000968881,0.035740637,-0.203702014,-0.577283809,0.4418,3,-0.253285269
311,-0.011867182,0.187464172,-0.364599769,-0.455220022,0.447483333,1,-0.179980501
312,0.005558223,0.157207963,0.01534296,0.082121827,0.4824,2,0.117377565
313,1.54E-06,0.127082294,0.074096201,0.084398031,0.476333333,4,-0.030556354
314,0.03975976,-0.064583287,-0.177746251,-0.549686623,0.42645,4,-0.331432699
315,0.08619725,0.457814292,-0.153922244,-0.172044823,0.44792,3,-0.540007952
316,0.015415705,0.137169391,-0.49189131,-0.510885791,0.415483333,2,-0.775303273
317,-0.014344191,0.011007908,0.292512411,0.312394925,0.454,3,0.208621606
318,0.076232478,-0.114146969,-0.371487426,-0.331931928,0.453566667,3,-0.424150969
319,-0.055246351,0.281820944,0.094097103,0.08313163,0.44975,7,0.036095649
320,-0.073707066,-0.05040033,-0.202108555,-0.169722666,0.432616667,3,0.680304609
321,0.009277987,0.000365146,-0.255825037,-0.248402411,0.44615,1,-0.237202264
322,0.030250614,0.37332481,0.017277371,-0.193911671,0.439733333,3,-0.305212856
323,-0.02550986,-0.050869803,-0.080707549,-0.057991104,0.4372,2,-0.710071843
324,0.00839535,-0.128800164,0.203248808,0.274828309,0.4583,4,0.281215976
325,-0.028124263,-0.128951144,0.104251367,0.029772772,0.4585,3,-0.213954334
326,0.018379314,0.176504949,-0.009042266,0.006915703,0.4596,2,0.16877061
327,0.057782273,-0.284928658,0.201477441,0.190220469,0.457266667,5,0.511292879
328,0.062653462,0.01610989,0.198743757,0.25365954,0.458866667,1,0.434101556
