,Firearm Prevalence,Homicides,Firearm Homicides,Armed_Robberies,Fireaarm  licenses
110,0.034230684,0.030756511,0.007985512,0.043363745,0.325792908
111,0.099093716,0.96000487,1.151224158,0.344800626,-0.72924012
112,0.057927606,0.258329267,0.361483642,-0.02325209,0.1299008
113,-0.048547297,0.461449119,0.510088731,-0.122721133,-0.253796457
114,0.172661251,0.674537904,0.822623802,-0.104987677,-0.060547286
115,0.066183884,0.014122605,0.108236438,-0.248038366,-0.01375481
116,0.008899492,0.2081239,0.246824888,0.396106933,0.041185775
117,0.059111749,0.432626419,0.538020043,-0.191101787,-0.162574305
118,-0.1547627,-0.325551531,-0.797830523,-0.280372969,-0.054096653
119,0.044558029,0.249119495,0.214876901,-0.307003551,0.02338162
120,0.050102218,-0.214007969,-0.218400234,-0.358077568,0.293813386
121,0.043966711,-0.17519944,-0.177370377,0.2420834,-0.065684428
122,0.012871821,0.063540944,0.114602679,0.200535962,0.230981133
123,-0.011125285,0.078012917,0.223740715,0.603194124,-0.036219444
124,0.088946164,0.252320069,0.301918777,0.402949932,0.097837629
125,0.119638567,0.468222156,0.585326805,1.006738852,-0.041671695
126,-0.023598264,-0.383926818,-0.470689474,-0.058093714,0.01152614
127,0.071961869,0.371858573,0.550649622,0.390672486,-0.003010969
128,0.025567987,0.081161537,0.12394533,0.163442807,0.074522158
129,0.072423764,-0.15146718,-0.222731161,-0.502410081,-0.01072457
130,0.134353196,0.602355719,0.770889502,0.912503773,-0.667944435
131,0.005811176,0.53586625,0.682486133,0.136341339,-0.069318847
132,0.012440526,0.002832436,-0.070211907,-0.246088883,0.007079376
133,-0.047438897,-0.667350543,-0.854776589,-0.62119236,0.040688729
134,0.079785949,0.173451776,0.20215486,0.512846799,-0.029840946
135,-0.005506276,-0.486311206,-0.818212966,0.121061323,0.009922886
136,0.070352279,-0.021861032,-0.392517425,0.299892634,-0.090924917
137,0.065815118,0.019512734,-0.024736624,-0.399086571,0.025189101
138,-0.006609201,-0.173278174,-0.264318501,-0.178924132,0.080304419
139,0.099913477,-0.074510497,-0.083620437,-0.215942261,0.370693847
140,0.054776573,-0.325129947,-0.508924297,-0.652960242,-0.028841057
141,-0.080352838,0.408674689,0.543025444,0.17862505,-0.062589456
142,0.062270809,-0.051118447,-0.266978017,0.419219556,0.14584285
143,0.105764842,0.502123784,0.577057455,0.983999848,-0.082973804
144,0.037325529,-0.10419802,-0.097569961,0.100179305,0.011591843
145,-0.128387586,0.021311394,-0.177751423,-0.104496479,0.119081876
146,0.025138485,0.158766083,0.246715526,0.676288974,0.154875365
147,0.076008944,0.262340162,0.325082471,-0.718278465,-0.016804414
148,-0.092928125,0.202389654,0.26043179,0.287770933,-0.14863301
149,0.022133482,-0.004331162,-0.008981246,0.189259573,-0.039636466
150,-0.005693044,-0.115920696,-0.141539974,-0.327750159,0.28445193
151,-0.063567868,-0.147594071,-0.210388023,0.330721944,0.029977581
152,0.012277585,0.194675717,0.225292083,0.085679591,0.080621022
153,0.083720785,-0.825658664,-0.589555645,-0.06992786,0.073077585
154,-0.204838324,0.082915442,0.265704493,-0.12676155,-0.154348247
155,0.110229741,0.236573051,0.303383531,0.300409638,0.111843919
156,0.054823477,0.399286738,0.548859914,0.544765459,-0.065578371
157,-0.057358624,0.088909245,0.168814717,0.669961402,-0.321242582
158,0.08076232,0.298644146,0.428235928,0.019530586,-0.155251719
159,-0.15902601,-0.413129144,-0.554847447,-0.016188352,-0.31896746
160,-0.044350563,-0.379391731,-0.537985795,0.081128614,0.077083874
161,-0.04760408,-0.035072018,0.084140842,-0.245067563,0.066943275
162,0.056690279,0.150510026,0.196509525,-0.280515746,0.275715039
163,0.065848642,-0.021816899,0.076315805,-0.349224281,0.106132732
164,-0.025838475,0.221257119,0.28570011,0.363123045,0.005515722
165,0.004488506,0.125181713,0.160704325,0.129981738,-0.14364304
166,0.009828857,-0.151312337,-0.108105917,-0.276850211,-0.009133176
167,0.007895662,-0.547403496,-0.52529887,0.077952292,0.090019025
168,-0.118657282,-0.312696545,-0.265235956,-0.038360079,-0.052725833
169,-0.083392233,0.169520732,-0.336926173,-0.125224372,0.011910682
170,-0.166229076,-0.051792603,-0.167148694,-0.914464785,-0.856734994
171,-0.04591413,0.490394873,0.669887837,-0.197576884,0.198171889
172,-0.009159911,0.193924939,0.228197993,0.392147896,-0.043643909
173,0.0214111,0.074150621,0.083781205,-0.481777679,0.077414553
174,-0.018016412,0.025843664,0.114771979,-0.193813411,-0.168744227
175,-0.269518898,-0.053592905,-0.141389636,-0.565764137,-0.247948712
176,0.021319415,-0.160851088,-0.243391291,-0.413743128,-0.165884826
177,-0.06970563,-0.257199943,-0.14762598,-0.112680664,0.019520888
178,0.015857849,-0.076407955,-0.156950257,-0.108497386,0.045313261
179,0.138454965,0.137175203,0.157738378,-0.317260781,0.418615332
180,-0.043219697,-0.012135234,-0.023193141,-0.076773563,-0.214579239
181,-0.066218711,0.538456805,0.593120099,-0.19357308,-0.141951705
182,0.02296116,-0.180392582,-0.294772097,-0.40741742,0.092432993
183,-0.080854523,0.27092988,0.276491701,0.065260824,-0.333525436
184,0.033418125,0.048840485,0.100103285,0.138556839,0.09772333
185,0.09189891,0.362139912,0.323089557,0.445912494,0.259676939
186,0.094533963,0.120440271,0.288727591,0.481534841,0.09617177
187,-0.05683242,-0.334227109,-0.527295838,0.06022513,-0.112033798
188,-0.03062714,-0.484904306,-0.487604071,-0.433926449,-0.143072973
189,-0.046622822,0.379565501,0.0285023,-0.430479288,0.080368069
190,0.060947981,0.341965847,0.408271843,0.4371477,0.056036581
191,-0.000529763,-0.252412126,-0.351319083,-0.478251491,0.239306894
192,0.078341271,0.113878215,0.247282116,-0.333906205,0.363624361
193,-0.052562753,-0.103511479,-0.1885051,-0.501937066,-0.070459036
194,0.103420643,0.458647224,0.662448703,0.201914782,-0.022185567
195,-0.11123457,0.210878861,-0.000515905,-0.315985575,0.099205771
196,0.023848029,0.408563039,0.493066623,0.551588116,-0.125080785
197,0.115281178,0.435543048,0.564583991,0.383519872,0.056333136
198,0.086277385,0.123992256,0.225914444,0.328263451,0.028416828
199,-0.071056407,-0.615634154,-0.883541334,-0.644715834,-0.105675053
200,-0.010916112,-0.422725539,-0.422971651,-0.606780563,0.260989311
201,-0.046569418,0.096404729,0.106970327,-0.1586891,-0.026886143
202,-0.069834059,-0.093547098,-0.13532352,-0.132788248,0.163706712
203,-0.044984226,-0.005794024,-0.244838001,-0.034835307,0.068792843
204,0.042598832,0.125494518,0.082808541,0.093129617,0.330642442
205,-0.025133004,0.235345294,0.313565445,0.652805906,0.060048362
206,-0.022110254,0.148907708,0.307819961,0.598038853,-0.005198995
207,0.075863805,-0.133220479,-0.008584106,-0.086715074,-0.071763026
208,-0.143840912,0.146484754,0.184667434,-0.127075158,-0.340222789
209,0.096991262,0.173037951,0.228958413,0.430564489,-0.043059555
210,0.080771002,0.285723314,0.411353778,0.114449664,0.009705701
211,0.006023866,-0.056032576,0.00103089,0.219994751,0.003495359
212,0.062648035,-0.073367569,-0.021076669,-0.253009341,0.153107916
213,-0.21961393,-0.281705132,-0.357716483,-0.015008067,-0.235521173
214,0.005087839,0.044814927,0.177877561,-0.161044842,-0.172361559
215,0.096377568,0.353158551,0.390885841,0.075618626,-0.099604674
216,0.067891812,-0.18431488,-0.164720064,0.061320206,0.159191503
217,0.053099864,-0.451614782,-1.288489486,-0.427418261,-0.000993197
218,-0.117697482,-0.609861999,-0.8632485,-0.040182392,-0.063757895
219,0.060950917,0.342014972,0.484309628,0.518195338,-0.023177634
220,-0.019440074,-0.187857375,-0.141285025,0.134143471,0.027012979
221,0.028584675,0.103008381,0.12740146,-0.349605524,0.184854026
222,-0.074767563,-0.282568512,-0.372817526,0.155364858,0.003361227
223,-0.130541068,0.415982981,0.479097183,-0.014801756,-0.01948604
224,0.072075035,0.137321972,0.225570559,0.140755342,0.056288574
225,-0.018210867,-0.007959863,-0.118189257,-0.539971833,0.255055785
226,-0.012644945,-0.261961924,-0.441661889,-0.540381563,0.406697068
227,-0.076952737,-0.471889121,-0.495382014,-0.220422785,0.01932931
228,0.056112709,0.181781578,0.238561667,0.528657937,0.187900997
229,0.100013331,0.954652955,1.116987315,0.321328472,-0.358777292
230,0.0469807,0.182194306,0.221359148,0.717560114,0.085170256
231,-0.002556358,-0.590670338,-0.36602726,-0.322202968,-0.001024951
232,0.087443446,0.141431882,0.189043413,0.11710855,0.092024259
233,0.098853704,0.78775922,0.967078692,-0.067018299,0.152972739
234,0.03595779,0.222123521,0.251203789,-0.465016211,-0.096250602
235,0.080565074,0.817882281,0.980371881,0.576555663,-0.052720605
236,0.068924149,0.165121486,0.206097494,0.331076011,-0.038834729
237,0.041015382,0.023447393,-0.004750453,-0.014771923,0.170505259
238,0.039346815,0.374898305,0.504959308,0.196264366,0.015298896
239,-0.024243131,-0.234636767,-0.225491588,-0.042346456,0.181652279
240,0.026827992,-0.083314358,-0.039855646,0.183182482,0.062298366
241,0.073824602,0.172068092,0.265030701,-0.165657909,0.405430279
242,0.011278776,-0.263363289,-0.169202744,-0.29009093,-0.224605033
243,0.14328376,0.319543024,0.384076505,0.47236913,0.15512915
244,0.06078229,-0.187722483,-0.250951471,-0.043915201,-0.062215302
245,0.074612109,0.751952875,0.939364807,0.352793772,-0.16196713
246,0.057402634,0.086981969,0.115672501,-0.170472255,0.240380456
247,-0.353889362,-0.106812028,-0.116630711,-0.655435892,-0.439011197
248,0.075615434,0.315133952,0.433244558,0.771173905,-0.111227789
249,0.001212079,0.250259893,0.348296067,0.364535619,-0.112080225
250,0.110877748,-0.013438551,0.041898707,-0.502767474,0.026556726
251,-0.161571894,-0.210314464,-0.444790728,0.539270185,-0.438515577
252,0.034474718,0.350830042,0.416514498,0.221249517,0.077781956
253,0.075893683,0.284792934,0.386021157,-0.143834958,-0.039083139
254,0.107634265,0.083736594,0.094635095,0.132944491,0.276093678
255,-0.050319006,-0.54292623,-0.923996697,-0.401007075,-0.056748267
256,-0.039801326,-0.123819632,-0.368449658,-0.155192074,-0.077058494
257,0.085802775,0.041196206,0.037992006,0.294550256,0.112606577
258,0.10788009,0.2091621,0.268974778,0.766178961,0.191636591
259,0.017080688,-0.080599056,-0.097918012,0.006252703,-0.10477342
260,0.03152268,-0.35304234,-0.452590748,-0.491434976,0.214638716
261,0.055100593,0.22781721,0.291164397,0.368809731,0.041732137
262,-0.138119582,-0.592236599,-0.590668771,0.141751845,-0.020812077
263,-0.379615787,-0.79892478,-1.192111436,-0.654245024,-0.307360775
264,0.009863283,0.104866855,0.115136791,-0.077456671,-0.028839675
265,0.134331929,0.525649187,0.637196098,0.508430263,0.13207701
266,0.070966375,0.413665092,0.497858387,0.718192676,-0.005150865
267,0.071141215,0.265606411,0.315557651,0.283251288,0.025248379
268,0.019960486,0.093283647,0.071253188,-0.093556742,0.134177545
269,-0.029127776,-0.300579088,-0.601764439,0.017612584,-0.208177516
270,-0.118396653,-0.080801264,-0.051679438,-0.017871771,0.074356086
271,0.070398837,0.074067219,0.201079455,-0.252664802,0.424708145
272,0.028470752,-0.053987204,0.008662558,0.092577832,-0.024632539
273,0.057978653,0.091436378,0.158950449,-0.779461169,-0.192517916
274,0.06565135,0.223753584,0.307921779,0.66481668,0.174483609
275,0.008609848,-0.054601925,-0.012731526,-0.304602104,0.130705151
276,-0.486840556,-0.391937253,-0.94687032,-0.569851247,-0.674490891
277,-0.02742767,-0.047499996,-0.088764321,-0.131761489,-0.104154298
278,0.075015837,-0.232068344,-0.32314645,-0.62172413,0.445703192
279,-0.147359855,0.270222349,0.358595284,0.016461498,-0.13914549
280,0.045082289,0.251409477,0.327243938,-0.079526148,0.242935656
281,-0.37768346,-0.183042545,-0.308235955,-0.473686833,-0.107779594
282,-0.050821446,-0.80340123,-0.881522269,-0.294563317,0.051499982
283,0.004691813,-0.074684577,0.100645402,-0.281151431,0.135905358
284,0.064473345,0.39133274,0.465317655,-0.072220535,0.176328075
285,0.000519227,-0.168387599,-0.085612944,-0.350027758,-0.119376493
286,-0.001148913,0.045439735,-0.08559302,-0.03296157,-0.099520588
287,0.062856092,0.154272257,0.233683503,0.20806748,0.170999762
288,0.072186568,-0.090003509,-0.068826074,-0.077346538,0.174466701
289,-0.175876348,-0.381138281,-0.560182408,-0.214359201,-0.002118357
290,-0.070661981,0.162518186,0.000121617,-0.087546845,-0.071026434
291,0.007048491,0.517963641,0.625393978,0.741908278,-0.067604101
292,0.054369435,-0.048302249,-0.014805997,0.188140974,0.099938616
293,-0.044841944,0.140462332,0.201935652,0.05868173,-0.183424227
294,-0.137099169,-0.452231259,-0.629742196,0.13237666,-0.036019971
295,0.106066148,0.304295136,0.393732522,0.245442105,-0.04787625
296,0.066990241,0.345138689,0.483814839,0.816233299,-0.224710237
297,0.051437749,0.219092279,0.262330061,0.359277683,-0.022591191
298,0.051891733,0.322220894,0.309719568,0.020262805,-0.051624967
299,0.015201212,-0.007935102,0.000244112,-0.070385224,-0.092806422
300,0.052286862,-0.358922527,-0.379762171,0.04306137,-0.196029754
301,-0.007912948,-0.125460314,-0.180023764,0.125818387,-0.031181462
302,-0.162817271,0.009920771,0.026840212,0.007029655,-0.353696148
303,0.017509898,0.000401717,-0.050176812,0.002114908,-0.092581147
304,-0.035744669,0.432022601,0.311638686,-0.028446331,0.005808851
305,0.025777247,0.138016353,0.118609836,-0.01433782,-0.028021172
306,0.107120562,0.215553712,0.325525871,0.024137059,0.295306772
307,0.036148766,0.620407,0.779927396,0.337028686,-0.263604419
308,-0.077055503,-0.125534005,-0.183071827,-0.237657183,-0.239482675
309,0.074770203,0.350474538,0.488695958,0.111893123,0.145188958
310,0.015390143,-0.425587584,-0.295822185,0.16627947,-0.16300586
311,-0.077261055,0.312793068,0.400546928,0.058226261,0.274380764
312,0.029221681,0.054244221,-0.011780181,-0.093576788,0.230405023
313,0.093177249,0.056381706,0.12793212,0.783714805,0.076189493
314,-0.116593203,0.145256953,0.20810513,-0.352199973,-0.13641113
315,-0.075471727,-0.392219704,-0.334199575,0.474513621,-0.207954671
316,0.108373798,0.336871695,0.388645439,0.621857702,0.252730948
317,0.102040617,-0.236390158,-0.403419224,-0.190632579,-0.170992102
318,-0.080900719,-0.328053202,-0.250327637,-0.727760597,0.105707623
319,0.140922884,0.293163689,0.328244858,-0.13835197,-0.028784964
320,0.082447534,0.321822486,0.442775371,0.265218398,0.25858423
321,0.068965276,0.235547333,0.306019834,0.396857844,0.145528299
322,0.004170498,0.08452905,0.088116315,0.44730241,0.077243929
323,0.039206029,0.158203992,0.216059551,0.12715268,-0.126227511
324,0.041100694,0.777041596,0.908654179,0.432128933,-0.326896361
325,0.087125211,-0.006350442,0.065293101,0.056656699,0.082061082
326,0.136794254,0.447259443,0.546516244,1.010306133,0.068134514
327,-0.130200558,0.122134881,0.111025833,-0.065188527,-0.485600906
328,-0.070911808,-0.410282766,-0.452820163,0.383979901,-0.082847098
329,0.11516736,-0.163553151,-0.082239044,0.036474123,0.022426446
330,0.007891064,-0.331358584,-0.317443627,0.204616928,0.127888843
331,-0.030876643,-0.605657983,-0.69700174,0.038593022,-0.119626422
332,0.05003946,0.044610987,0.073941909,-0.12434606,0.026925055
333,0.008520054,-0.469600155,-0.647666847,-0.208373955,0.168967944
334,0.019499882,0.170635042,0.258163467,-0.146383682,-0.229467129
335,0.008026175,-0.412184838,-0.670462939,-0.142855078,-0.048640469
336,0.045272601,0.366544833,0.476270894,-0.44251681,0.209496894
337,0.071817605,0.177713087,0.27371391,-0.118983331,0.139866839
338,0.114813454,0.273122391,0.388001681,0.347751839,-0.236724327
339,-0.066657961,-0.179878026,-0.21993718,-0.949933072,-0.379358851
340,0.133029684,0.571519482,0.72071559,-0.195983788,0.060829948
341,0.008004785,-0.158152664,-0.094427479,-0.218340527,0.211906767
342,0.128079753,0.542745493,0.635200894,0.539151767,-0.084504483
343,-0.239499739,0.228899921,0.25922778,-0.32681004,-0.426365429
344,0.139456993,0.564043616,0.665417267,1.134090699,0.111520719
345,-0.016158418,0.061501361,0.081346501,-0.057766772,-5.37E-05
346,0.022265507,0.102361654,0.079454582,-0.381227043,-0.305532611
347,0.059417288,-0.341361614,-0.38277321,-0.548594008,0.109688597
348,0.065274051,0.051807729,0.090727796,-0.276172955,0.153365168
349,0.129313169,0.445350356,0.600044642,0.042498638,-0.211410743
350,-0.026037549,0.219967009,0.286429211,0.550670452,-0.111905561
351,-0.069456824,-0.350813599,-0.387431945,-0.284043492,0.105109614
352,-0.005310044,-0.261237474,-0.568628766,-0.158568245,0.054299337
353,0.078848407,-0.13247764,-0.206973064,-0.099420127,0.156153639
354,0.076832164,0.124118785,0.36517619,0.025609283,0.013670084
355,0.106224813,0.527731296,0.64262732,0.534523253,-0.054974133
356,-0.12433536,-0.035592784,-0.057209521,-0.435627518,-0.345301114
357,0.080705931,0.463876808,0.513201423,0.390992476,0.113650567
358,-0.026388986,-0.495519817,-0.595898318,-0.224580042,-0.081445833
359,0.131763762,0.528348313,0.647724695,0.401641687,-0.022597218
360,0.003512801,-0.001879208,0.053495327,-0.457154193,0.064712881
361,0.112037282,0.296803965,0.41512744,-0.323834956,-0.128273256
362,0.081229555,-0.060507202,-0.056468747,0.325943017,0.187536622
363,-3.04E-05,-0.228951526,-0.299049366,-0.118710738,0.098466828
364,0.109284954,0.452222743,0.57892259,0.882253918,-0.190122773
365,0.007527301,0.094530084,0.103329405,-0.481404835,0.008946712
366,0.003993209,-1.216939102,-0.999355045,-0.168879726,-0.064692967
367,0.047295468,0.19088863,0.083393057,-0.102775285,-0.11978916
368,0.066641291,-0.064400967,0.05342378,-0.023859487,-0.046945655
369,-0.091701558,0.076348347,0.006783448,-0.178253331,0.210889128
370,-0.032126523,-0.056290116,-0.027610013,-0.733109622,0.002237206
371,0.009221738,0.117065063,0.153303037,0.335845327,-0.436458813
372,0.09506345,0.14915612,0.146236359,0.121160256,0.176595119
373,-0.155523185,-0.200956386,-0.273145969,0.370073993,0.199476627
374,-0.045852306,0.225554438,0.286103388,0.251682496,0.003662937
375,-0.035587296,0.337920709,0.426920834,0.317017289,-0.004826445
376,0.089467149,0.125181746,0.197377885,0.704626506,-0.202210813
377,0.035504144,0.097739508,0.242390246,-0.433538532,0.122541096
378,-0.025462858,-0.312044247,-0.25362217,-0.130049969,-0.249025992
379,0.090368861,0.107671517,0.145879361,0.382992164,0.103069939
380,0.092170214,0.744057288,0.887064566,0.694451101,0.140698417
381,0.181835854,0.572613038,0.678718864,0.414925785,-0.020868712
382,-0.00868097,0.171724876,0.204940171,0.293581365,0.267369969
383,0.058087398,0.331014317,0.386359447,-0.174960211,0.088589913
384,0.055115271,0.114713358,0.174968002,-0.271328481,0.123418191
385,0.057131527,0.535997214,0.628848696,0.848433634,-0.223461421
386,0.026860162,-0.065890316,-0.133104018,-0.59745032,0.042773219
387,-0.335949831,-0.318966536,-0.429480237,-0.297146315,-0.721094716
388,-0.010009791,0.054929126,0.167776238,-0.063314011,-0.183567202
389,0.025583293,-0.050894939,-0.00999863,0.097881247,0.022087807
390,0.047250905,0.158993749,0.129465633,-0.455791327,0.192156327
391,0.05137308,0.223076555,0.25345468,0.278880237,0.097759118
392,-0.040093398,0.222091345,0.258039958,0.106734546,-0.08847878
393,-0.016416795,-0.416369266,-0.468954569,-1.213855174,0.089344193
394,-0.057785991,-0.52284531,-1.218242848,-0.681121986,-0.158010647
395,-0.06553368,0.12491718,-0.025277824,0.400770743,-0.037805463
396,0.079624567,0.174554546,0.176524588,0.246291449,0.316599587
397,0.00734112,-0.482115672,-0.442673543,-0.214367829,0.14935284
398,-0.005166291,-0.300681645,-0.284215259,-0.26742171,-0.113856762
399,-0.012301967,-0.053566165,-0.032743913,0.408647378,-0.03047518
400,-0.154264529,-0.186278425,-0.317260081,-0.094775732,0.180542381
401,-0.008575498,-0.007289967,-0.017614185,-0.069197585,0.247642397
402,0.084993688,0.482996453,0.617697382,0.296413869,0.133171824
403,0.071996029,0.60321233,0.724097732,0.72344538,-0.205006117
404,0.020559601,0.033656811,0.069500751,0.248871058,0.076538706
