,Firearms,Firearm Licenses,Homicides
279,0.129692357,0.49359218,0.178279436
280,-0.297025263,-0.043344813,-0.032613662
281,-0.089940839,-0.276533955,-0.884445134
282,0.077901831,-0.072301274,-0.116646273
283,-0.144956259,-0.340082605,0.139216874
284,0.09841162,-0.043464915,0.184942078
285,0.082858555,0.009156798,0.302671988
286,0.006311399,0.003333721,-0.052693531
287,0.063333462,0.152860673,-0.067020119
288,-0.130451139,0.333036815,-0.145799307
289,-0.21740291,-0.236096639,-0.263822947
290,-0.492550935,-0.134612591,0.617007829
291,0.007545676,-0.172990126,0.064563254
292,-0.019319989,0.350204719,-0.015940261
293,0.098371332,-0.100133398,0.369398098
294,0.060683332,0.116511231,-0.381424696
295,-0.015812486,0.303459968,-0.231236984
296,0.070037872,0.158630013,-0.166923846
297,0.054289504,-0.001348919,-0.441455071
298,-0.115550428,-0.064319599,-0.592463448
299,0.062161655,-0.023537895,0.352334207
300,-0.018012203,0.026606003,-0.175896439
301,-0.042261049,-0.144446157,-0.513060951
302,0.029573352,0.18454154,0.111648644
303,-0.075958746,0.003517726,-0.290409777
304,-0.127623235,-0.020213574,0.439209251
305,0.073696598,0.055839926,0.150747371
306,-0.010217421,-0.094386539,0.116671095
307,-0.016534781,0.254595407,0.00587778
308,-0.012427771,0.406550567,-0.25915485
309,-0.076803645,0.019197456,-0.469596803
310,0.009100452,-0.092702103,0.015698946
311,0.055288297,0.187978588,0.176713398
312,-0.071474194,-0.015392218,0.116355524
313,0.102321929,-0.359373752,0.973272913
314,0.047784456,0.084897556,0.189436416
315,-0.00036405,-0.001596391,-0.572929627
316,0.08643959,0.092140456,0.135006963
317,0.10133642,0.152338819,0.807695647
318,0.037466582,-0.096674988,0.234696286
319,0.083755476,-0.05350678,0.843169404
320,0.068839212,-0.038916232,0.165644343
321,0.002979458,-0.008950251,0.387052035
322,0.041373166,0.170328507,0.027317591
323,0.040492631,0.014952602,0.384726673
324,-0.201964693,-0.641484856,0.138222613
325,-0.021734412,0.181012764,-0.21450373
326,0.026325959,0.062306599,-0.085945085
327,0.076167278,0.404826488,0.190945704
328,0.012407984,-0.224947753,-0.253660495
329,-0.285600671,0.185773753,-0.333856819
330,0.144285834,0.154813782,0.328284577
331,0.06363015,-0.062927781,-0.165025261
332,0.038962046,0.463955208,-0.054421772
333,0.104574774,-0.438428221,1.1119115
334,0.07697315,-0.162574873,0.770969337
335,0.033673539,-0.408201951,-0.26052038
336,0.057398241,0.240281624,0.088113811
337,-0.353208736,-0.439257407,-0.100500877
338,0.076218484,-0.111457309,0.320858562
339,0.002901121,-0.112543391,0.264195494
340,-0.0227774,-0.054223548,0.415200987
341,0.111915298,0.026233726,-0.004428768
342,-0.158482697,-0.439279978,-0.185792544
343,0.035946287,0.077365578,0.363121369
344,-0.064214412,-0.101834748,-0.304498771
345,0.076509406,-0.039315386,0.290613364
346,0.104346877,0.276701166,0.060046294
347,-0.048308724,-0.057280545,-0.52656179
348,-0.04449179,0.16449413,-0.988175583
349,-0.037218008,-0.077714058,-0.103122571
350,0.085824769,0.112502068,0.042527555
351,0.107632317,0.191590121,0.208453783
352,0.018699393,-0.105221452,-0.067195263
353,-0.020837114,0.017886276,-0.548597311
354,-0.048381945,0.064493093,-0.145572516
355,-0.127716067,-0.101079355,-0.572370952
356,0.032561041,0.214315541,-0.344026419
357,0.012623446,0.124375385,-0.216366711
358,0.053178168,0.04204596,0.214447147
359,0.053215417,-0.07952958,0.868424018
360,-0.137261531,-0.021096459,-0.584583976
361,-0.378209156,-0.307763182,-0.787124434
362,0.010794258,-0.029139746,0.113070844
363,0.133812348,0.132089018,0.52288579
364,0.072126763,-0.005500293,0.42360363
365,0.036228198,0.112578209,-0.551160139
366,0.069559284,0.025488947,0.254810767
367,-0.123364097,-0.002107102,-0.218267987
368,0.020680788,0.133922799,0.099894779
369,0.058713609,0.066479895,0.151624688
370,0.048782506,0.127677953,-0.012003835
371,-0.027965705,-0.208527307,-0.290627821
372,-0.117488261,0.074060873,-0.072768017
373,0.005932918,-0.17790824,-0.126110771
374,0.071385362,0.424396123,0.082691215
375,-0.069206027,0.014491125,0.29488377
376,0.029132813,-0.024874755,-0.047816418
377,0.059101467,-0.19285926,0.101090827
378,0.066804127,0.174135818,0.233634586
379,0.009413588,0.130432454,-0.047359941
380,-0.006950923,0.039322361,0.177559952
381,-0.485955993,-0.674780977,-0.384084181
382,-0.027342307,-0.104272441,-0.045689527
383,0.076476204,0.445289225,-0.219861713
384,-0.146018689,-0.139533812,0.281527723
385,0.043107597,0.243260724,0.237644239
386,-0.375860521,-0.108271567,-0.168094569
387,-0.048715534,0.050947129,-0.786313752
388,0.006975765,0.135314201,-0.056250967
389,0.06726696,0.175627266,0.413619819
390,0.000785976,-0.119533659,-0.165205703
391,0.103706929,0.184689013,0.0965087
392,-0.02077542,0.038087709,0.287913524
393,0.000600562,-0.099996755,0.059832261
394,-0.014131071,-0.133274488,-0.325693308
395,0.06264092,0.170946278,0.153810438
396,0.072378597,0.17432561,-0.087386554
397,-0.175080225,-0.002389415,-0.373953883
398,-0.067926596,-0.071714715,0.184364996
399,0.009128291,-0.068151336,0.534853692
400,0.067038661,-0.145571572,0.060189676
401,0.023561459,0.142952708,0.316947733
402,0.053387848,0.100050022,-0.054558796
403,-0.043175733,-0.18388248,0.154225309
404,-0.136000088,-0.036356209,-0.442756255
405,0.105734445,-0.047904663,0.302952249
406,0.053133982,0.434834912,-0.419615972
407,0.068844475,-0.225208942,0.360323276
408,0.052067853,-0.022826531,0.22502144
409,0.053750461,-0.05212464,0.337439458
410,0.073272198,0.333199222,0.033273409
411,0.01450329,-0.092756045,-0.012046909
412,-0.328650549,0.080587636,0.31652174
413,0.051844774,-0.196034418,-0.361100019
414,-0.008214646,-0.03121633,-0.126576344
415,0.021909862,0.278117602,-0.427922021
416,-0.162491383,-0.353866038,0.013549808
417,0.018098764,-0.092807615,0.006019081
418,-0.032855107,0.0050874,0.455035123
419,0.023772116,-0.027689555,0.124020973
420,0.108758337,0.294854637,0.229101698
421,0.038772708,-0.264268723,0.64141121
422,-0.075806793,-0.239851105,-0.114927673
423,-0.006040692,-0.095725431,0.240837056
424,0.075941506,0.144837181,0.360495609
425,0.049638324,0.212208074,0.034267677
426,0.01647008,-0.163337979,-0.41625732
427,-0.074171319,0.273616247,0.337319067
428,-0.003120623,-0.165722887,-0.20438197
429,0.031930269,0.229722507,0.075888427
430,0.058690301,0.270422817,-0.143476317
431,0.036407447,-0.184332908,-0.520352991
432,0.020628996,-0.079378139,-0.23567944
433,0.092803995,0.07617002,0.054724656
434,-0.125999649,-0.128307148,0.308114367
435,-0.115181446,-0.136814639,0.157096053
436,-0.123963476,-0.197401399,-0.774505372
437,-0.075356201,-0.208079303,-0.390181178
438,0.107584025,0.252801087,0.332065416
439,0.104545202,-0.171630727,-0.216288381
440,-0.079803433,0.105371771,-0.31859176
441,0.044709612,-0.007306299,-0.202189313
442,0.142097856,-0.02913753,0.303212497
443,0.083022398,0.258360774,0.327333981
444,-0.009591845,-0.252808232,-0.195041733
445,-0.289559413,-0.183470796,-0.250580304
446,0.067548759,0.145733278,0.22600236
447,0.004333689,0.077109042,0.086927964
448,0.040806178,-0.126671552,0.171467487
449,0.042232758,-0.327239695,0.786765984
450,0.087499324,0.081880817,-0.002356782
451,-0.129302437,-0.211927466,-0.49799852
452,0.137311758,0.067923399,0.452337251
453,-0.129248751,-0.485905459,0.130496383
454,0.048347579,-0.161993375,-0.345623696
455,-0.071562836,-0.082806809,-0.414040019
456,0.117499123,0.021825002,-0.14475805
457,0.005458288,0.00251052,0.326337225
458,-0.167903993,-0.089646354,-0.563045896
459,0.00936427,0.127472113,-0.319054874
460,-0.0498436,-0.310332359,-0.082456594
461,-0.029429511,-0.120037542,-0.593551421
462,0.051274149,0.026559642,0.055111305
463,0.010474725,0.16844763,-0.453656184
464,0.021401444,-0.229976017,0.186177466
465,-0.003249696,-0.065551666,-0.083913932
466,0.009929521,-0.04914974,-0.396628923
467,-0.03441241,-0.173760514,-0.108881331
468,0.07538082,-0.255356473,0.187565162
469,0.047177311,0.208987329,0.382111061
470,-0.01407391,-0.058962536,-0.151002115
471,0.074491214,0.139191849,0.199092827
472,0.116755237,-0.237241868,0.288968921
473,-0.052462932,0.098926457,-0.347738525
474,-0.174234515,-0.063015753,-0.193071142
475,0.121283779,0.382119263,0.338029891
476,-0.022698208,0.168242968,0.423691096
477,-0.067613148,-0.379253125,-0.185934969
478,0.135212226,0.060260609,0.589186354
479,0.057178324,0.039427811,0.212653438
480,-0.039958583,-0.062738471,-0.289644401
481,0.016171242,0.182503058,-0.182736999
482,0.008590276,0.211681025,-0.152560812
483,0.126611642,-0.084288404,0.532810422
484,-0.036362324,0.36682005,-0.503615669
485,-0.239169486,-0.426536258,0.23256196
486,0.140877742,0.111115275,0.575950702
487,0.008645703,0.01674695,-0.052763187
488,-0.04410363,0.003701957,0.065529273
489,-0.031892957,0.198969455,0.142980377
490,-0.019319718,0.000526638,0.038764385
491,0.023605801,-0.305920745,0.113660438
492,0.053709959,-0.054117232,0.110344467
493,0.061072409,0.10923273,-0.327682479
494,0.066120879,0.153083201,0.059375504
495,0.131462238,-0.211972881,0.462764144
496,-0.027680764,-0.111651809,0.208708012
497,-0.117587793,0.287805823,-0.158794518
498,-0.072020697,0.105561441,-0.369033533
499,-0.003573885,0.053826035,-0.24694563
500,0.080128384,0.155778481,-0.121634906
501,-0.146726103,0.069555989,-0.060520114
502,0.079842264,0.0129227,0.148042671
503,0.106080169,-0.055042791,0.527802726
504,-0.124784248,-0.345304315,-0.03782169
505,0.081509587,0.113377888,0.471118164
506,-0.025391982,-0.08176011,-0.486816587
507,0.13173557,-0.02269093,0.529300212
508,0.039380454,0.240203143,-0.167727338
509,0.005379213,0.064211555,0.013397456
510,0.114236353,-0.128846151,0.314595804
511,0.082313978,0.187203537,-0.051143019
512,0.001238489,0.098094057,-0.218192649
513,0.02801428,-0.103888468,-0.218814506
514,0.020643904,-0.281751898,-0.044241754
515,0.111613124,-0.190723443,0.470990672
516,0.062157387,0.176087553,0.099733452
517,0.05344571,0.16735908,-0.126221236
518,0.009342567,0.00845639,0.109420046
519,0.005833825,-0.065188743,-1.20185748
520,0.050000146,-0.120470834,0.212503271
521,0.068949493,-0.047542029,-0.045784014
522,-0.089169364,0.210244563,0.09665887
523,0.070001977,-5.16E-05,-0.054618157
524,-0.030924259,0.001878768,-0.046034957
525,0.01051011,-0.436835776,0.127971272
526,0.097580616,0.175953788,0.169353013
527,-0.153121757,0.198860196,-0.181634565
528,-0.045017949,0.003383653,0.23302792
529,-0.033721234,-0.005327696,0.353194733
530,0.089213067,-0.202255926,0.12442573
531,0.037429471,0.122027095,0.113461622
532,-0.038534275,-0.310819943,-0.494158222
533,-0.025474001,-0.249123371,-0.310963439
534,0.088526527,0.10336653,0.094907018
535,0.09437589,0.1401241,0.761899068
536,0.184347096,-0.021508769,0.592765148
537,-0.007486674,0.267013246,0.18191979
538,0.060618162,0.087945655,0.351314026
539,0.077934224,-0.155230913,0.021655817
540,0.056720765,0.122973,0.128017267
541,0.055732587,-0.223260223,0.526585129
542,0.028399646,0.042342231,-0.053085492
543,0.019048602,-0.018927509,0.24555742
544,-0.103906865,0.109458784,-0.285531462
545,0.068775335,-0.141057751,-0.100238944
546,-0.340451944,-0.720225887,-0.351841158
547,-0.00904538,-0.183874467,0.06338592
548,-0.078215692,-0.277784152,0.08132391
549,-0.05969798,-0.057703467,-0.318211225
550,-0.091478101,0.148114151,-0.582633618
551,0.024707421,0.022176469,-0.056352195
552,0.069540378,0.292395995,0.02893552
553,0.049125016,0.191653345,0.174328626
554,0.018726986,-0.344236913,-0.206953992
555,0.010224815,-0.157684989,-0.373935975
556,0.05141192,0.097650985,0.224535274
557,-0.039165442,-0.088778202,0.230272512
558,-0.017082175,0.089387569,-0.420235033
559,-0.056438193,-0.158400396,-0.511489796
560,0.021009686,0.134030425,-0.276417099
561,-0.063073671,-0.038434498,0.144681927
562,0.078132525,0.316820815,0.164438539
563,0.009079568,0.148879045,-0.467806525
564,-0.004862975,-0.114021795,-0.297223271
565,-0.0133518,-0.030349091,-0.060338707
566,-0.152243718,0.180007837,-0.169834375
567,-0.006427236,0.247080433,0.010117713
568,0.08664987,0.132715729,0.496683598
569,0.073591108,-0.205449067,0.616437498
570,0.01840949,0.076901515,0.018565261
571,-0.078364439,-0.104458879,-0.397714799
572,-0.10139582,0.026972118,-0.163624376
573,-0.15449017,0.154759281,-0.308629531
574,-0.020143805,-0.113814992,0.173978029
575,0.033980022,-0.043206735,-0.089031833
576,0.014161863,-0.007790136,-0.584444971
577,0.094550267,0.224412033,0.076108203
578,-0.089868898,-0.272459246,-0.173674856
579,-0.008689247,0.120061728,0.07595297
580,0.048106086,0.224342669,0.106526746
581,0.057143064,0.052226156,0.372920006
582,-0.223384744,-0.012886671,0.174840622
583,0.016355116,0.07648772,0.050777532
584,0.137310839,-0.089191784,0.130331753
585,0.04267004,-0.022904709,0.158864851
586,0.0459867,0.303244604,0.224298163
587,0.06083556,0.054041175,0.218945137
588,0.011437926,0.024647707,0.115357129
589,-0.020123582,0.360580582,0.16696286
590,0.023299362,0.062105859,0.180242262
591,-0.04061938,0.133033736,0.275146188
592,-0.003433151,-1.029856862,0.243088195
593,0.049907481,-0.017176496,0.110763284
594,-0.108778326,0.065386052,0.081374987
595,0.024545986,0.002489529,-0.172900503
596,-0.102634774,-0.191152952,0.110701432
597,0.088341269,0.342718557,-0.037718942
598,0.002579647,0.058501541,0.217914249
599,-0.017228491,-0.070184643,-0.636984501
600,0.060146074,0.227660705,0.803701698
601,-0.063875332,-0.04245562,-0.13671272
602,0.037947445,0.152831987,0.003801817
603,0.058372551,-0.316566244,-0.14998599
604,0.094334593,0.003227118,-0.57489953
605,-0.095215485,-0.533179878,-0.36490263
606,0.001743388,-0.130238085,-0.096785754
607,0.005240848,0.036678092,-0.213647211
608,0.113297483,0.261146657,0.017296381
609,0.039665347,0.088638899,0.342688432
610,-0.190167939,0.018941632,0.021386813
611,0.092792752,0.156945327,0.320631373
612,0.007253576,-0.182197124,0.476814907
613,0.045285047,-0.076765921,0.07010574
614,-0.017830357,0.177199798,-0.342040826
615,0.004627443,0.152451283,0.02192033
616,0.004619367,0.12839827,0.063052655
617,0.04244559,-0.065381777,-0.182654289
618,0.087478426,0.455478482,-0.154369469
619,0.087478351,0.025460043,-0.123288657
620,0.078039989,0.721686747,0.046058369
621,0.013676478,0.131527908,-0.482746523
622,-0.012097894,0.009728372,0.289000213
623,-0.04849149,-0.106125149,-0.545230661
624,0.078233592,-0.115694844,-0.374220988
625,-0.050635874,0.283128879,0.083076887
626,-0.071973176,-0.052240669,-0.20399348
627,0.005185327,-0.007852048,-0.23920636
628,0.032865663,0.372448854,0.012594114
629,-0.110299668,-1.007591733,-0.328187084
630,-0.026087938,-0.055240469,-0.075250268
631,0.013555669,-0.126890456,0.190482439
632,-0.026131695,-0.130508372,0.101544945
633,-0.022682807,0.118705055,-0.396178394
634,0.017499741,0.171804313,-0.002627518
635,-0.012491661,0.141687024,-1.052667871
636,0.062812305,-0.283161541,0.189124827
637,0.058630689,0.007969185,0.215140488
638,0.080984548,0.039333767,0.012174178
639,-0.054097755,-0.33524847,0.124404182
640,-0.057010037,-0.156824488,-0.068610437
641,0.058437287,0.363938115,0.505646461
642,0.057773882,0.0554626,0.121154519
643,0.057213737,-0.16327413,0.532935668
644,-0.068727354,0.090222451,-0.444263194
645,-0.063818719,-0.117088177,-0.490279909
646,-0.165373774,-0.032951464,-0.087079535
647,-0.128475621,-0.115589474,0.234276366
648,0.033511416,-0.108112974,0.507165915
649,0.082613583,0.302519528,-0.270882049
650,0.060733852,0.098278515,0.48801173
651,0.063723358,0.189022232,-0.025772583
