,Firearms,Firearm Licenses,Homicides
652,0.051863795,0.1240867,0.187880609
653,0.009303111,0.227958117,0.201213261
654,-0.020760296,-0.036299711,0.608243477
655,0.068677467,0.030570523,0.238452593
656,0.094868594,0.126828159,0.195153456
657,-0.072413214,-0.228363691,-0.072031344
658,-0.044266555,0.223210939,0.053942496
659,0.025634881,-0.14799589,0.334337965
660,0.012135483,0.009819108,-0.376284015
661,0.001607735,0.116386363,-0.529854598
662,-0.01389615,0.180566158,0.223360433
663,0.060560537,0.264840355,0.335284113
664,-0.057820805,-0.006355667,-0.364189516
665,-0.021380525,0.135367783,-0.287784433
666,-0.042877103,-0.045662507,0.100930947
667,-0.123643832,-0.684835602,0.29096154
668,0.035279846,-0.452695324,-0.141998407
669,-0.027730847,0.15768943,-0.243449853
670,0.004008451,0.067447931,-0.009652586
671,0.057460364,0.1799468,0.086276966
672,-0.113180466,-0.460663399,-0.347237181
673,0.02398765,-0.156425042,-0.276541849
674,0.078281839,0.047933639,0.39255999
675,-0.22285766,-0.691710891,-0.112174459
676,-0.187890189,-0.565299158,-0.36705101
677,-0.073226777,-0.230693569,-0.381483994
678,-0.183783059,-0.709331762,-0.224886613
679,-0.035531025,-0.018523969,0.049229386
680,-0.158983228,-0.544591322,-0.351096831
681,-0.097552246,-0.053031601,-0.120139199
682,0.05114262,-0.140413758,0.397574768
683,-0.028428627,0.192197269,-0.130270821
684,-0.052762525,0.128320409,-0.301314987
685,0.141670154,0.05787073,0.12219382
686,0.014983643,0.039375348,-0.188662386
687,0.040829747,0.26255293,8.40E-06
688,-0.03407353,0.008467648,-0.285248972
689,0.011922858,-0.10726625,0.124019975
690,0.01168684,0.040502645,0.199284915
691,-0.06228844,0.140132663,-0.050642242
692,-0.005186808,-0.018106335,-0.45480421
693,0.015559753,-0.420807087,0.982008652
694,0.086524536,-0.184825554,0.274703451
695,-0.242408259,-0.057685666,-0.156089376
696,0.006004319,0.074493356,-0.509711541
697,0.017647379,0.041482995,-0.069124257
698,0.023995356,0.250346132,0.234700702
699,-0.137345373,-0.279994099,-0.661244418
700,-0.029122381,-0.017436633,0.286551231
701,0.084880333,0.257226371,-0.236470877
702,0.034606947,-0.150123809,0.193863041
703,0.03321249,0.039546722,-0.090787235
704,0.068092808,0.042627035,0.047852454
705,-0.093133107,-0.002480672,0.431348293
706,0.117170518,0.144284674,0.429171257
707,-0.059510197,-0.019361631,-0.54465941
708,0.110573855,0.237003572,-0.140233758
709,-0.113314468,0.05686479,0.321000748
710,0.062151459,-0.054725478,0.360705363
711,-0.081802111,0.018292919,-0.162089013
712,-0.021247855,0.052288639,-0.166733247
713,0.074727769,-0.023867685,-0.038529338
714,0.100862259,0.170115487,0.122982247
715,0.042556643,0.080284598,-0.326096683
716,0.015342958,-0.125766159,0.178396206
717,0.083070067,-0.003702084,0.253875165
718,0.064688574,0.57522464,-0.402963826
719,-0.056380523,0.116013493,-0.490424518
720,0.009440324,-0.10479347,-0.168051405
721,-0.106723426,0.109695721,0.085012791
722,0.028163914,0.281827216,-0.010305288
723,-0.015541878,0.023611305,0.240176238
724,0.084285898,-0.285315871,0.115188022
725,-0.07324599,-0.103112328,-0.522863751
726,0.165144215,-0.053652516,-0.002836718
727,0.042548072,-0.167452209,-0.122151896
728,0.097091363,0.215619609,-0.468747644
729,0.024915208,-0.07673092,0.140664796
730,-0.181620081,-0.378075446,-0.392098689
731,-0.074086476,0.221796189,-0.423056855
732,0.052061729,-0.054427009,0.052706065
733,-0.115935953,-0.38832242,0.280865775
734,-0.013120268,-0.173995422,-0.088781445
735,0.119997035,0.211723882,0.197683848
736,0.070576481,0.183801985,0.34624197
737,0.099493264,-0.29009216,0.381910739
738,-0.046883364,-0.043107294,-0.154962638
739,-0.107917753,-0.265914713,0.23757854
740,0.013960904,0.041946062,-0.146653609
741,-0.172839272,-0.025730436,-0.047923933
742,-0.106985169,0.122334642,0.301671182
743,0.110282019,0.037186203,0.514141611
744,0.073468189,-0.017655373,0.111753406
745,0.036434786,0.13076848,-0.085317579
746,-0.007516684,-0.322844691,0.42391996
747,-0.057150825,0.100950055,-0.232962714
748,-0.061350474,0.149841277,-0.037109541
749,0.072998458,0.039806961,0.279492648
750,-0.099840658,-0.101411788,-0.11841013
751,-0.020846809,-0.342852657,-0.195174044
752,0.043656926,-0.031330738,0.180772044
753,0.090923472,-0.09386242,-0.282217519
754,0.006066135,-0.111655136,-0.384646188
755,0.141035537,-0.252507522,0.366794593
756,0.007069495,0.012743072,0.131971434
757,-0.021420639,-0.056249775,0.088734306
758,0.013641021,0.229868249,0.245369896
759,-0.037408636,-0.009026882,-0.387030302
760,0.150973354,-0.020515342,0.561627991
761,0.020079699,-0.383824932,-0.28766999
762,0.057744385,0.138405547,0.063102203
763,0.03115608,0.104272048,-0.042177096
764,0.061724075,0.332363297,0.24673057
765,0.068848261,0.121611056,0.229480626
766,0.16964177,-0.226009711,0.219730962
767,0.027596809,0.099349749,-0.150170527
768,0.079821981,0.168197034,-0.017485186
769,-0.040363069,-0.286117745,0.156641878
770,0.130070539,-0.023879079,0.11649725
771,0.076201815,0.222621295,-0.21340652
772,-0.121950223,0.027259149,-0.210425552
773,-0.116908262,-0.060513222,0.217578296
774,0.069787511,-0.191211254,0.198306583
775,-0.087465488,-0.483210778,0.203094533
776,0.06319045,0.182209768,0.517741602
777,-0.070223388,-0.014654071,-0.282257657
778,-0.084168259,0.027449311,-0.11679255
779,-0.015680725,0.006239501,0.352157846
780,0.098678218,-0.229640756,-0.376723977
781,0.083369841,-0.121707505,0.602250713
782,0.089593365,0.217565681,0.123380401
783,-0.078017485,0.072983585,0.327294793
784,0.087878532,-0.046269271,0.106109667
785,0.07790879,-0.022359001,0.161648684
786,-0.065332182,-0.292080232,0.224434628
787,0.028854956,0.07418072,-0.335367326
788,0.051939356,0.069197927,-0.013615202
789,0.085043,0.286069964,0.048205659
790,0.050752767,-0.198104275,-0.115777651
791,0.078923826,-0.080074399,-0.292733576
792,0.10480661,-0.217586163,0.071576909
793,0.033446182,0.339029298,-0.322883003
794,0.057462725,0.143473208,-0.469158177
795,0.051512116,-0.077861465,-0.352961391
796,-0.067204286,0.02532056,-0.134356782
797,0.068388392,0.115700363,0.223007346
798,-0.039398794,0.038724507,-0.084635999
799,-0.006330163,0.017566258,-0.463838977
800,-0.150618099,0.114561107,-0.082390675
801,-0.012476626,0.057168007,-0.151313519
802,-0.001719302,0.101253253,-0.590652943
803,-0.146525633,-0.157676401,-0.435245212
804,-0.017716344,-0.018026536,0.161798619
805,-0.052830442,0.166098664,-0.476440725
806,0.046380002,0.112732274,0.352033379
807,0.111428685,0.345973518,0.180231424
808,0.011835351,-0.05623347,-0.17092968
809,0.071803141,0.266673671,0.218513557
810,0.02747439,0.081161785,-0.23920845
811,-0.021417094,0.021355695,-0.271888143
812,0.005930078,0.123414185,0.10906488
813,-0.044147358,-0.002624672,-0.013801154
814,-0.069362602,0.11885897,0.376196731
815,-0.055780984,-0.086440046,-0.157818174
816,-0.07637481,-0.150898172,-0.957505893
817,0.002391566,0.192644088,0.130259993
818,-0.038998509,0.084559541,-0.250079963
819,-0.00869471,0.057140126,0.284747743
820,0.016083954,0.269044863,-0.34567625
821,-0.069952813,-0.044787333,-0.264164493
822,0.058599976,-0.000693575,0.025702513
823,0.063304836,-0.012299974,0.089827541
824,0.010881197,-0.110939353,-0.441740451
825,-0.189385031,-0.119681154,-0.154444344
826,0.029190633,-0.18405353,0.323208517
827,0.041899881,-0.049140464,0.126109472
828,-0.032215385,0.057038211,-0.021586242
829,0.036188051,0.116646366,0.189427864
830,-0.015380125,-0.263424129,0.150306401
831,0.033711975,-0.193847494,-0.080832332
832,5.46E-05,0.089620203,-0.183634261
