,Firearm Prevalence,Gun Shops,Homicides
0,0.03491098029299877,0.2264505618303907,-0.48179558688678287
1,-0.03349753237494557,-0.050938715837610005,0.016602425248876562
2,0.01902796192043521,0.18822115540642925,0.15042963794756026
3,0.05491404722834403,0.18590703033796263,0.352062975242903
4,-0.025325437332565315,-0.07741637313209404,-0.24857172684325435
5,-0.026646330647320582,0.08755225140676393,0.08104228352919929
6,0.049553438244574366,0.10403954127023596,0.23117028399522188
7,0.1519471261370713,0.04961343972915544,0.3851126264208007
8,-0.061037204700507,0.3302911004793674,-0.0940847074411919
9,-0.16796528870576477,-0.17986708643477423,-0.3419862175115447
10,0.03901523953528496,0.2737855258552093,0.12213259561325218
11,-0.03653021665318601,-0.04874876571085007,-0.49331624691205894
12,0.07648905693318042,0.17174418958654014,0.01462769730673652
13,0.02300651880937732,0.19319904545954092,0.2594891138363895
14,0.07476998932297807,0.20578320256381932,0.4510603357192853
15,-0.0245281047723358,0.2704064870704914,-0.41694880285378505
16,-0.05333043548300065,0.09403127171611914,0.2930158941298566
17,-0.04428760558187239,-0.09727429201244542,-0.2724619151481664
18,-0.06282148836658408,0.10036134733643642,-0.3367027863267388
19,-0.08335417881674356,0.18299940206806475,-0.46206492649299064
20,-0.012435860093694906,0.11826072251876685,-0.4737054186366869
21,0.061093104998414915,0.16449105058122027,0.14217662322423485
22,0.01575698199290443,0.2802162691254457,0.12935708821365233
23,0.16148075234626802,-0.05351268191530667,0.548292269909912
24,-0.10504054558237108,-0.054391253784859206,-0.44986162525546747
25,-0.04621369811336962,-0.37086106815608966,-0.4259689830153547
26,0.08117000063318613,0.42099223114918116,0.2771753088022426
27,-0.2118071671981916,-0.15040178597293186,0.1611075965357146
28,-0.011988639296840908,0.023359377509105883,-0.2503281452332927
29,-0.10264123784301127,-0.14889544898052742,-0.19691178491756967
30,0.15521648755378248,0.18222931667779108,0.44448711712990097
31,-0.03677603416012154,0.14790127973750988,-0.3857125162815478
32,-0.004516349614339887,-0.20039724317325458,0.2959610180026493
33,0.03363554818571224,0.031639418304546085,0.36223166147134256
34,-0.15913752794628877,0.1309813353502416,0.13332662970201592
35,0.01001662530617864,0.23029597258109114,-0.1624993827948582
36,-0.07187248314113948,0.2811622089701642,-0.28777752450057936
37,-0.02804036216005823,0.1683648040559489,0.43224655074914464
38,-0.05639215068561665,0.1421634042692821,-0.21225433857297193
39,-0.15574058333779295,0.1387694349435924,-0.013560625687926542
40,0.05667780167541725,-0.0008299840001797509,-0.5642001659554846
41,0.012092799135277943,0.368427392288019,0.23917702391664353
42,0.0966673051078164,0.13954126068943395,0.18099332439474192
43,0.08678157220847105,0.18906795494384165,-0.04992379301131278
44,0.09892245684865042,0.15563330685248777,0.07795227149096595
45,0.032560458152172345,0.30858441616297605,-0.9589997473414495
46,-0.4393980066975036,0.26119095990062813,-0.7701455966746045
47,0.0907872387351798,-0.0882269459671059,0.3319911437726055
48,0.11083020088032747,0.12858734409183548,0.29473289993734086
49,-0.21486526703292874,-0.3017651716898969,-0.44262331054663945
50,0.043059538106340334,0.19174611680033093,-0.2758380702057557
51,0.10977831033857299,0.25000902896374,0.2226643860955667
52,-0.08158598460665001,0.034844509138546975,0.29603158188298373
53,-0.07157268832098751,-0.24672736880011392,0.3701634256272772
54,0.03805516789310914,0.24484498983540526,-0.675578536612486
55,-0.0513815602419152,0.3451867737345138,0.24953306209594306
56,0.1778785726945431,0.13977433678726103,0.7011006919288334
57,-0.14702480515657523,0.10512477056030156,-0.40831562581444547
58,0.0920690015183947,0.42385331601109155,-0.04721320531113371
59,0.1150876756457766,0.16757738098829744,0.4783738957656354
60,-0.018464959809914916,0.02796753218740844,0.08933189991225521
61,-0.0337109573566341,0.08496696736127363,-0.1873487048429816
62,0.05989471428734827,-0.0704324854336631,0.22964319688362056
63,-0.1518886674192519,0.03179662085852697,-0.6280712352541382
64,0.03977059355636392,0.1700949920025967,0.31373692864586333
65,-0.11141986845604013,0.23319505140793395,-0.529915144552078
66,0.04415724906711738,0.02787396050205926,0.29144739113694373
67,-0.13137128276013144,0.2126885553433251,-0.38647877701327193
68,-0.2931333307680708,0.024397380454443063,0.2862556507549232
69,-0.07725367780014203,0.020808419186900462,0.01325137998261372
70,-0.01874853854462355,-0.08325641869752287,-0.24417002467645266
71,-0.15321647291628437,-0.02725060456823103,0.2075488343005254
72,0.005514465576451855,0.33747407959646303,-0.3860418367174905
73,0.05375960455054507,-0.21186243841833652,0.7975180458795019
74,0.04610925572346414,0.11854272667917343,-0.486767381756888
75,0.037056239111215916,0.06808943309949167,0.35522509555863424
76,0.024876084821012334,0.3429878257073373,-0.05840583082401185
77,-0.09955941144349367,-0.07014220628145429,-0.29480953348848193
78,0.13699314945359653,0.11061504661511234,0.4442571161666957
79,-0.00014370902455862478,0.20476490289226046,-0.15775973594649395
80,-0.02059984058675468,0.43746194842438557,0.08885008616602863
